RatingID,Symbol,AgencyID,Date,Rating
217,XEL,4,5/6/2013,BBB
218,XEL,4,11/29/2016,A
219,AA,1,10/14/2015,BB
220,PFE,1,12/19/2013,AA
221,PFE,1,10/29/2015,A
222,PFE,1,9/16/2014,AA
223,PFE,4,6/15/2012,A
224,PBI,1,5/28/2014,BBB
225,PBI,1,11/18/2014,BBB
226,PBI,3,11/27/2012,BBB
227,PBI,1,9/17/2015,BBB
228,PBI,4,6/15/2012,BBB
229,PBI,3,10/14/2016,BBB
230,PBI,3,9/30/2010,BBB
231,RIO,1,3/4/2015,A
232,RIO,3,2/1/2016,A
233,RIO,1,4/7/2014,A
234,RIO,4,6/15/2012,A
235,NI,1,8/6/2015,BBB
236,MSFT,3,12/4/2013,AAA
237,MSFT,3,8/18/2015,AAA
238,MSFT,3,8/20/2014,AAA
239,MSFT,4,5/1/2013,AAA
240,MSFT,3,8/15/2016,AAA
241,GM,4,11/4/2014,BB
242,GM,3,9/28/2015,BBB
243,GM,1,6/11/2014,BBB
244,SANM,2,6/15/2012,BB
245,SANM,2,7/19/2012,BB
246,SANM,3,10/7/2016,BB
247,SANM,3,10/30/2014,BB
248,SANM,4,5/20/2014,BB
249,SANM,4,6/9/2016,BB
250,CCL,3,10/13/2016,A
251,LYB,4,5/29/2013,BBB
252,LYB,3,10/14/2014,BBB
253,LYB,4,8/8/2013,BBB
254,LYB,3,1/21/2016,BBB
255,LYB,4,6/15/2012,BB
256,INGR,1,5/27/2015,A
257,INGR,1,12/1/2015,A
258,INGR,1,12/5/2013,A
259,INGR,4,6/15/2012,BBB
260,INGR,4,9/18/2012,BBB
261,GLP,3,6/16/2016,B
262,GLP,4,6/1/2015,B
263,GLP,4,6/16/2014,B
264,VC,3,3/15/2016,BB
265,VC,3,3/23/2015,BB
266,VC,3,3/25/2014,BB
267,VC,4,6/15/2012,B
268,NWE,1,8/22/2013,BBB
269,NWE,3,3/31/2015,A
270,NWE,3,3/24/2011,A
271,NWE,4,6/15/2012,A
272,NWE,1,7/30/2015,BBB
273,NWE,3,2/22/2013,A
274,NBR,3,4/22/2016,BBB
275,NBR,1,7/28/2014,BBB
276,NBR,1,3/20/2014,BBB
277,NBR,3,3/22/2013,BBB
278,NBR,4,12/2/2016,BB
279,NBR,4,6/15/2012,BBB
280,NBR,3,3/3/2011,BBB
281,CNSL,3,5/14/2012,B
282,CNSL,3,5/23/2013,B
283,ETN,3,11/14/2012,A
284,ETN,1,11/12/2014,A
285,ETN,1,11/5/2013,A
286,ETN,1,8/11/2015,A
287,ETN,4,6/15/2012,A
288,ETN,3,1/25/2011,A
289,ABBV,4,11/14/2016,BBB
290,ABBV,3,7/18/2014,A
291,AVY,1,8/5/2015,BBB
292,AVY,1,5/12/2014,BBB
293,AVY,4,4/3/2013,BBB
294,AON,1,11/26/2014,A
295,AON,1,11/9/2015,A
296,AON,4,6/15/2012,BBB
297,AON,1,2/14/2014,A
298,DE,1,8/14/2013,AA
299,DE,1,2/27/2015,A
300,DE,4,6/15/2012,A
301,WPP,1,9/18/2014,A
302,WPP,1,7/7/2015,A
303,WPP,1,8/13/2013,BBB
304,WPP,2,6/15/2012,BBB
305,RIG,4,7/5/2016,CCC
306,RIG,1,5/26/2015,BB
307,RIG,4,10/19/2015,BB
308,RIG,4,6/15/2012,BBB
309,RIG,1,3/31/2014,BB
310,RIG,1,5/9/2013,BB
311,VZ,1,7/23/2014,BBB
312,VZ,1,5/16/2014,BBB
313,VZ,1,10/22/2015,A
314,VZ,2,10/26/2016,A
315,VZ,2,6/15/2012,A
316,VZ,2,3/5/2013,A
